pedido_id,data_pedido,horario_pedido,restaurante,categoria,cidade,valor_pedido,tempo_entrega_min,avaliacao,metodo_pagamento,status
1491,2026-01-08,21:38,Açaí Tropical,Açaí,Maracanaú,132.67,23.0,4.0,Cartão de débito,Entregue
1492,2026-03-21,18:44,Cantinho da Massa,Massas,Caucaia,57.21,66.0,5.0,Dinheiro,Entregue
1493,2026-05-19,20:37,Churrasco & Cia,Churrasco,Fortaleza,175.34,18.0,3.0,Cartão de crédito,Entregue
1494,2026-01-19,19:04,Tempero Cearense,Saudável,Eusébio,137.21,30.0,5.0,Cartão de débito,Entregue
1495,2026-01-08,20:59,Açaí Tropical,Açaí,Fortaleza,73.09,21.0,4.0,Dinheiro,Entregue
1496,2026-04-08,21:30,Burger House,Hambúrguer,Caucaia,49.28,34.0,3.0,Cartão de débito,Entregue
1497,2026-03-06,17:05,Burger House,Hambúrguer,Caucaia,84.23,29.0,3.0,Cartão de crédito,Entregue
1498,2026-01-25,18:16,Sabor Nordestino,Brasileira,Fortaleza,177.12,18.0,3.0,Cartão de crédito,Entregue
1499,2026-05-16,10:00,Churrasco & Cia,Churrasco,Maracanaú,69.0,66.0,5.0,Pix,Entregue
1500,2026-02-14,13:40,Açaí Tropical,Açaí,Eusébio,105.63,37.0,1.0,Cartão de débito,Entregue
1501,2026-05-27,12:57,Açaí Tropical,Açaí,Eusébio,101.17,67.0,4.0,Cartão de crédito,Entregue
1502,2026-05-18,22:07,Cantinho da Massa,Massas,Caucaia,37.24,58.0,2.0,Cartão de débito,Entregue
1503,2026-05-08,13:38,Burger House,Hambúrguer,Caucaia,170.05,57.0,5.0,Dinheiro,Entregue
1504,2026-01-30,20:35,Pizza Express,Pizza,Caucaia,59.4,24.0,2.0,Dinheiro,Entregue
1505,2026-04-14,10:22,Sabor Nordestino,Brasileira,Maracanaú,149.75,57.0,5.0,Cartão de crédito,Entregue
1506,2026-01-24,20:41,Churrasco & Cia,Churrasco,Maracanaú,141.11,56.0,2.0,Pix,Entregue
1507,2026-04-25,22:12,Cantinho da Massa,Massas,Maracanaú,84.68,39.0,1.0,Dinheiro,Entregue
1508,2026-01-27,15:35,Açaí Tropical,Açaí,Maracanaú,68.94,65.0,3.0,Cartão de crédito,Entregue
1509,2026-01-11,13:05,Cantinho da Massa,Massas,Eusébio,122.55,62.0,1.0,Cartão de crédito,Entregue
1510,2026-03-19,16:12,Churrasco & Cia,Churrasco,Fortaleza,151.8,58.0,4.0,Cartão de débito,Entregue
1511,2026-06-24,21:02,Sushi Fortaleza,Sushi,Fortaleza,93.16,26.0,2.0,Pix,Entregue
1512,2026-02-22,17:13,Sabor Nordestino,Brasileira,Fortaleza,167.53,28.0,1.0,Pix,Entregue
1513,2026-03-03,20:52,Churrasco & Cia,Churrasco,Eusébio,177.93,67.0,2.0,Pix,Entregue
1514,2026-04-13,10:09,Burger House,Hambúrguer,Eusébio,119.48,31.0,4.0,Pix,Entregue
1515,2026-06-17,21:58,Cantinho da Massa,Massas,Maracanaú,130.45,41.0,4.0,Dinheiro,Entregue
1516,2026-02-18,23:49,Açaí Tropical,Açaí,Caucaia,116.02,55.0,4.0,Cartão de crédito,Entregue
1517,2026-04-25,12:42,Sushi Fortaleza,Sushi,Fortaleza,122.02,22.0,2.0,Dinheiro,Entregue
1518,2026-05-18,15:10,Cantinho da Massa,Massas,Maracanaú,65.57,33.0,3.0,Pix,Entregue
1519,2026-01-31,16:52,Sushi Fortaleza,Sushi,Fortaleza,108.76,46.0,2.0,Cartão de débito,Entregue
1520,2026-01-10,17:30,Pizza Express,Pizza,Fortaleza,56.58,68.0,4.0,Cartão de débito,Entregue
1521,2026-06-27,22:04,Sushi Fortaleza,Sushi,Maracanaú,118.45,43.0,2.0,Dinheiro,Entregue
1522,2026-01-11,20:59,Sushi Fortaleza,Sushi,Eusébio,135.99,17.0,5.0,Cartão de crédito,Entregue
1523,2026-03-29,23:16,Burger House,Hambúrguer,Caucaia,93.93,56.0,1.0,Dinheiro,Entregue
1524,2026-03-16,18:04,Sushi Fortaleza,Sushi,Eusébio,120.35,36.0,4.0,Cartão de crédito,Entregue
1525,2026-01-18,23:15,Cantinho da Massa,Massas,Eusébio,42.94,35.0,1.0,Cartão de crédito,Entregue
1526,2026-04-15,18:34,Sabor Nordestino,Brasileira,Eusébio,135.85,35.0,3.0,Cartão de crédito,Entregue
1527,2026-01-27,20:14,Sabor Nordestino,Brasileira,Maracanaú,20.55,18.0,4.0,Cartão de crédito,Entregue
1528,2026-06-10,10:36,Pizza Express,Pizza,Fortaleza,123.82,45.0,5.0,Dinheiro,Entregue
1529,2026-06-07,16:28,Sushi Fortaleza,Sushi,Maracanaú,118.02,37.0,4.0,Dinheiro,Entregue
1530,2026-02-09,17:34,Churrasco & Cia,Churrasco,Eusébio,43.11,55.0,2.0,Dinheiro,Cancelado
1531,2026-02-11,15:47,Sabor Nordestino,Brasileira,Maracanaú,148.87,24.0,1.0,Dinheiro,Entregue
1532,2026-05-19,23:14,Tempero Cearense,Saudável,Eusébio,154.42,37.0,2.0,Dinheiro,Entregue
1533,2026-04-17,17:46,Açaí Tropical,Açaí,Maracanaú,172.38,44.0,3.0,Pix,Entregue
1534,2026-04-13,12:46,Sushi Fortaleza,Sushi,Eusébio,54.71,27.0,5.0,Cartão de débito,Entregue
1535,2026-06-18,22:39,Churrasco & Cia,Churrasco,Maracanaú,107.71,63.0,4.0,Pix,Entregue
1536,2026-02-24,16:09,Açaí Tropical,Açaí,Fortaleza,106.85,43.0,3.0,Dinheiro,Entregue
1537,2026-02-25,15:35,Burger House,Hambúrguer,Maracanaú,169.94,42.0,2.0,Dinheiro,Entregue
1538,2026-02-22,16:36,Burger House,Hambúrguer,Caucaia,177.38,58.0,5.0,Cartão de débito,Entregue
1539,2026-05-28,22:51,Sushi Fortaleza,Sushi,Eusébio,85.81,44.0,2.0,Cartão de débito,Entregue
1540,2026-05-05,15:39,Sabor Nordestino,Brasileira,Fortaleza,145.91,20.0,1.0,Cartão de crédito,Entregue
1541,2026-01-14,15:54,Pizza Express,Pizza,Caucaia,169.05,37.0,2.0,Cartão de débito,Cancelado
1542,2026-03-20,23:04,Churrasco & Cia,Churrasco,Caucaia,113.35,68.0,4.0,Dinheiro,Entregue
1543,2026-02-14,14:19,Pizza Express,Pizza,Eusébio,164.13,24.0,2.0,Dinheiro,Entregue
1544,2026-06-08,16:10,Açaí Tropical,Açaí,Caucaia,130.39,30.0,1.0,Cartão de débito,Entregue
1545,2026-01-25,22:02,Burger House,Hambúrguer,Maracanaú,95.65,45.0,2.0,Cartão de crédito,Entregue
1546,2026-04-03,17:37,Burger House,Hambúrguer,Maracanaú,163.04,46.0,5.0,Pix,Entregue
1547,2026-01-22,15:04,Burger House,Hambúrguer,Eusébio,119.84,58.0,4.0,Cartão de débito,Entregue
1548,2026-06-21,13:40,Churrasco & Cia,Churrasco,Caucaia,133.83,65.0,1.0,Pix,Entregue
1549,2026-05-07,10:39,Tempero Cearense,Saudável,Eusébio,78.43,31.0,2.0,Pix,Cancelado
1550,2026-01-07,17:20,Burger House,Hambúrguer,Fortaleza,123.9,59.0,3.0,Pix,Entregue
1551,2026-04-21,15:02,Cantinho da Massa,Massas,Maracanaú,125.51,36.0,5.0,Cartão de crédito,Entregue
1552,2026-06-09,10:47,Sabor Nordestino,Brasileira,Caucaia,80.91,45.0,4.0,Dinheiro,Entregue
1553,2026-06-22,14:44,Tempero Cearense,Saudável,Caucaia,78.69,47.0,4.0,Dinheiro,Entregue
1554,2026-02-03,15:46,Cantinho da Massa,Massas,Eusébio,98.21,32.0,1.0,Dinheiro,Entregue
1555,2026-01-22,22:42,Churrasco & Cia,Churrasco,Fortaleza,23.68,23.0,1.0,Cartão de débito,Entregue
1556,2026-04-06,11:09,Sushi Fortaleza,Sushi,Fortaleza,158.19,15.0,1.0,Pix,Entregue
1557,2026-06-08,11:09,Açaí Tropical,Açaí,Caucaia,145.78,21.0,5.0,Cartão de crédito,Entregue
1558,2026-02-05,13:58,Pizza Express,Pizza,Eusébio,34.67,20.0,1.0,Dinheiro,Entregue
1559,2026-03-01,13:03,Pizza Express,Pizza,Maracanaú,71.26,48.0,2.0,Dinheiro,Entregue
1560,2026-05-07,19:45,Burger House,Hambúrguer,Maracanaú,66.09,58.0,5.0,Cartão de crédito,Entregue
1561,2026-05-10,10:05,Burger House,Hambúrguer,Eusébio,62.12,49.0,5.0,Cartão de débito,Entregue
1562,2026-06-29,22:04,Sushi Fortaleza,Sushi,Eusébio,155.78,63.0,2.0,Cartão de débito,Entregue
1563,2026-06-01,14:38,Tempero Cearense,Saudável,Caucaia,54.92,31.0,3.0,Cartão de débito,Entregue
1564,2026-06-17,20:16,Cantinho da Massa,Massas,Eusébio,30.34,19.0,4.0,Pix,Entregue
1565,2026-01-16,19:48,Tempero Cearense,Saudável,Fortaleza,127.85,60.0,4.0,Cartão de crédito,Cancelado
1566,2026-06-22,11:20,Churrasco & Cia,Churrasco,Fortaleza,111.07,61.0,3.0,Dinheiro,Entregue
1567,2026-05-03,15:31,Cantinho da Massa,Massas,Maracanaú,70.16,62.0,2.0,Cartão de débito,Entregue
1568,2026-01-11,21:22,Tempero Cearense,Saudável,Maracanaú,160.8,35.0,4.0,Dinheiro,Entregue
1569,2026-04-29,17:09,Burger House,Hambúrguer,Maracanaú,87.14,16.0,2.0,Pix,Entregue
1570,2026-06-11,12:25,Churrasco & Cia,Churrasco,Fortaleza,89.5,67.0,2.0,Cartão de débito,Entregue
1571,2026-02-17,13:06,Sabor Nordestino,Brasileira,Maracanaú,95.57,32.0,3.0,Cartão de débito,Entregue
1572,2026-04-11,12:19,Cantinho da Massa,Massas,Eusébio,50.39,53.0,4.0,Dinheiro,Entregue
1573,2026-02-10,17:42,Sabor Nordestino,Brasileira,Caucaia,173.83,19.0,3.0,Dinheiro,Entregue
1574,2026-02-06,13:33,Açaí Tropical,Açaí,Eusébio,86.62,15.0,3.0,Cartão de débito,Entregue
1575,2026-03-21,20:39,Tempero Cearense,Saudável,Fortaleza,115.86,48.0,3.0,Pix,Entregue
1576,2026-06-26,23:08,Churrasco & Cia,Churrasco,Maracanaú,30.1,43.0,3.0,Dinheiro,Entregue
1577,2026-03-25,21:14,Churrasco & Cia,Churrasco,Maracanaú,145.89,50.0,3.0,Pix,Entregue
1578,2026-02-02,15:50,Sushi Fortaleza,Sushi,Eusébio,150.13,30.0,4.0,Dinheiro,Entregue
1579,2026-03-22,18:56,Pizza Express,Pizza,Maracanaú,140.03,54.0,3.0,Cartão de crédito,Entregue
1580,2026-04-29,19:57,Cantinho da Massa,Massas,Fortaleza,91.92,64.0,2.0,Pix,Entregue
1581,2026-04-04,23:49,Sabor Nordestino,Brasileira,Maracanaú,59.45,55.0,1.0,Pix,Entregue
1582,2026-06-08,17:35,Burger House,Hambúrguer,Caucaia,173.07,46.0,3.0,Cartão de débito,Entregue
1583,2026-06-15,13:59,Pizza Express,Pizza,Caucaia,137.35,62.0,2.0,Pix,Entregue
1584,2026-04-07,16:44,Sabor Nordestino,Brasileira,Caucaia,61.76,24.0,3.0,Cartão de crédito,Entregue
1585,2026-06-14,22:26,Pizza Express,Pizza,Caucaia,94.39,24.0,4.0,Dinheiro,Entregue
1586,2026-06-02,17:48,Churrasco & Cia,Churrasco,Fortaleza,169.9,44.0,3.0,Cartão de débito,Entregue
1587,2026-04-27,14:10,Burger House,Hambúrguer,Caucaia,172.98,22.0,1.0,Pix,Entregue
1588,2026-04-05,12:20,Tempero Cearense,Saudável,Fortaleza,120.62,56.0,3.0,Dinheiro,Entregue
1589,2026-06-06,23:48,Sabor Nordestino,Brasileira,Caucaia,71.84,63.0,5.0,Cartão de crédito,Entregue
1590,2026-01-15,21:45,Burger House,Hambúrguer,Maracanaú,30.22,19.0,2.0,Cartão de débito,Entregue
1591,2026-02-11,21:15,Pizza Express,Pizza,Caucaia,175.57,36.0,1.0,Dinheiro,Entregue
1592,2026-01-18,17:25,Sabor Nordestino,Brasileira,Maracanaú,122.69,40.0,2.0,Cartão de crédito,Entregue
1593,2026-04-25,12:07,Cantinho da Massa,Massas,Eusébio,58.28,56.0,5.0,Cartão de crédito,Entregue
1594,2026-06-28,13:30,Sabor Nordestino,Brasileira,Fortaleza,55.04,29.0,2.0,Cartão de débito,Entregue
1595,2026-03-24,16:48,Tempero Cearense,Saudável,Fortaleza,101.64,33.0,4.0,Cartão de crédito,Entregue
1596,2026-06-28,16:35,Pizza Express,Pizza,Fortaleza,52.02,17.0,2.0,Cartão de débito,Entregue
1597,2026-01-02,15:44,Pizza Express,Pizza,Caucaia,101.46,68.0,2.0,Dinheiro,Entregue
1598,2026-05-18,10:58,Cantinho da Massa,Massas,Caucaia,109.0,47.0,4.0,Cartão de débito,Entregue
1599,2026-06-05,14:21,Sushi Fortaleza,Sushi,Caucaia,163.67,40.0,1.0,Pix,Entregue
1600,2026-04-25,19:41,Tempero Cearense,Saudável,Eusébio,49.57,17.0,4.0,Cartão de crédito,Entregue
1601,2026-02-22,13:48,Cantinho da Massa,Massas,Eusébio,161.86,67.0,3.0,Pix,Entregue
1602,2026-06-15,20:14,Cantinho da Massa,Massas,Eusébio,101.78,34.0,1.0,Cartão de débito,Entregue
1603,2026-03-27,13:31,Tempero Cearense,Saudável,Caucaia,93.26,40.0,5.0,Cartão de débito,Entregue
1604,2026-05-03,18:38,Cantinho da Massa,Massas,Eusébio,32.43,21.0,1.0,Cartão de crédito,Entregue
1605,2026-01-03,14:59,Sabor Nordestino,Brasileira,Caucaia,91.21,61.0,5.0,Cartão de débito,Entregue
1606,2026-04-05,13:41,Sushi Fortaleza,Sushi,Maracanaú,138.7,38.0,1.0,Pix,Entregue
1607,2026-01-06,14:49,Sabor Nordestino,Brasileira,Fortaleza,68.33,31.0,4.0,Cartão de débito,Entregue
1608,2026-06-12,21:43,Sabor Nordestino,Brasileira,Maracanaú,47.93,22.0,1.0,Cartão de débito,Entregue
1609,2026-05-29,21:35,Cantinho da Massa,Massas,Caucaia,23.61,51.0,4.0,Cartão de crédito,Entregue
1610,2026-02-09,13:04,Tempero Cearense,Saudável,Maracanaú,24.78,46.0,4.0,Dinheiro,Entregue
1611,2026-01-04,19:57,Sabor Nordestino,Brasileira,Fortaleza,173.51,32.0,3.0,Dinheiro,Entregue
1612,2026-03-10,10:42,Cantinho da Massa,Massas,Eusébio,57.57,43.0,1.0,Cartão de crédito,Entregue
1613,2026-04-22,18:44,Açaí Tropical,Açaí,Eusébio,134.49,62.0,1.0,Pix,Entregue
1614,2026-06-03,15:29,Açaí Tropical,Açaí,Eusébio,79.72,38.0,5.0,Cartão de débito,Entregue
1615,2026-06-13,15:26,Burger House,Hambúrguer,Maracanaú,79.54,37.0,3.0,Cartão de débito,Entregue
1616,2026-05-07,20:34,Tempero Cearense,Saudável,Caucaia,173.82,20.0,5.0,Pix,Entregue
1617,2026-03-27,15:41,Açaí Tropical,Açaí,Maracanaú,140.59,70.0,2.0,Cartão de crédito,Entregue
1618,2026-06-10,12:38,Churrasco & Cia,Churrasco,Eusébio,156.18,51.0,2.0,Cartão de débito,Entregue
1619,2026-04-12,11:52,Tempero Cearense,Saudável,Fortaleza,178.48,49.0,1.0,Cartão de crédito,Entregue
1620,2026-03-07,18:42,Burger House,Hambúrguer,Eusébio,129.44,65.0,3.0,Dinheiro,Entregue
1621,2026-04-06,18:59,Tempero Cearense,Saudável,Maracanaú,55.05,37.0,4.0,Cartão de crédito,Entregue
1622,2026-06-14,17:09,Sushi Fortaleza,Sushi,Fortaleza,162.91,47.0,1.0,Dinheiro,Entregue
1623,2026-01-19,21:19,Sushi Fortaleza,Sushi,Maracanaú,68.46,28.0,5.0,Cartão de crédito,Cancelado
1624,2026-02-18,10:01,Sabor Nordestino,Brasileira,Caucaia,39.37,26.0,1.0,Cartão de crédito,Entregue
1625,2026-01-31,16:22,Tempero Cearense,Saudável,Fortaleza,131.65,34.0,3.0,Dinheiro,Entregue
1626,2026-03-19,16:39,Açaí Tropical,Açaí,Fortaleza,128.66,17.0,4.0,Pix,Entregue
1627,2026-03-07,21:30,Tempero Cearense,Saudável,Fortaleza,87.63,52.0,5.0,Pix,Entregue
1628,2026-06-25,17:01,Tempero Cearense,Saudável,Fortaleza,174.04,63.0,1.0,Dinheiro,Entregue
1629,2026-01-24,11:15,Pizza Express,Pizza,Maracanaú,80.78,36.0,2.0,Dinheiro,Entregue
1630,2026-03-21,18:49,Açaí Tropical,Açaí,Eusébio,118.19,21.0,1.0,Cartão de débito,Entregue
1631,2026-06-22,22:01,Açaí Tropical,Açaí,Fortaleza,100.33,44.0,3.0,Dinheiro,Entregue
1632,2026-05-18,20:46,Sabor Nordestino,Brasileira,Caucaia,113.71,59.0,5.0,Dinheiro,Entregue
1633,2026-04-26,14:54,Burger House,Hambúrguer,Fortaleza,66.45,36.0,4.0,Cartão de crédito,Entregue
1634,2026-01-20,13:30,Açaí Tropical,Açaí,Eusébio,20.91,64.0,2.0,Dinheiro,Entregue
1635,2026-02-16,13:21,Açaí Tropical,Açaí,Eusébio,134.21,66.0,1.0,Cartão de crédito,Entregue
1636,2026-02-03,21:38,Sabor Nordestino,Brasileira,Maracanaú,99.38,65.0,4.0,Cartão de crédito,Entregue
1637,2026-06-27,15:40,Pizza Express,Pizza,Maracanaú,95.79,32.0,4.0,Dinheiro,Entregue
1638,2026-01-23,14:56,Churrasco & Cia,Churrasco,Maracanaú,84.21,30.0,2.0,Cartão de crédito,Entregue
1639,2026-01-23,19:11,Sushi Fortaleza,Sushi,Maracanaú,125.58,49.0,3.0,Pix,Entregue
1640,2026-06-18,12:37,Tempero Cearense,Saudável,Fortaleza,109.55,29.0,2.0,Cartão de débito,Entregue
1641,2026-06-29,16:00,Churrasco & Cia,Churrasco,Fortaleza,101.63,15.0,1.0,Pix,Entregue
1642,2026-01-03,14:56,Burger House,Hambúrguer,Caucaia,167.32,70.0,4.0,Cartão de débito,Entregue
1643,2026-05-02,17:30,Sushi Fortaleza,Sushi,Fortaleza,47.59,50.0,5.0,Cartão de crédito,Entregue
1644,2026-02-02,23:32,Burger House,Hambúrguer,Fortaleza,96.43,19.0,5.0,Cartão de débito,Entregue
1645,2026-04-16,23:40,Churrasco & Cia,Churrasco,Eusébio,152.48,41.0,1.0,Dinheiro,Entregue
1646,2026-03-24,22:25,Sabor Nordestino,Brasileira,Eusébio,127.46,38.0,4.0,Dinheiro,Entregue
1647,2026-02-27,21:58,Burger House,Hambúrguer,Maracanaú,118.38,65.0,5.0,Dinheiro,Entregue
1648,2026-06-12,12:15,Cantinho da Massa,Massas,Maracanaú,143.7,42.0,5.0,Cartão de crédito,Entregue
1649,2026-05-24,11:45,Burger House,Hambúrguer,Fortaleza,79.12,40.0,3.0,Dinheiro,Entregue
1650,2026-03-29,14:53,Churrasco & Cia,Churrasco,Caucaia,156.86,45.0,5.0,Dinheiro,Entregue
1651,2026-06-26,19:44,Burger House,Hambúrguer,Maracanaú,73.93,59.0,4.0,Pix,Entregue
1652,2026-06-07,20:04,Cantinho da Massa,Massas,Caucaia,169.47,70.0,3.0,Cartão de débito,Entregue
1653,2026-03-24,13:36,Sushi Fortaleza,Sushi,Caucaia,175.57,27.0,3.0,Dinheiro,Entregue
1654,2026-06-03,16:42,Sushi Fortaleza,Sushi,Eusébio,148.36,59.0,3.0,Cartão de débito,Entregue
1655,2026-04-03,21:34,Churrasco & Cia,Churrasco,Eusébio,147.68,52.0,5.0,Cartão de débito,Entregue
1656,2026-03-16,20:15,Sushi Fortaleza,Sushi,Caucaia,49.29,56.0,4.0,Pix,Entregue
1657,2026-05-04,21:17,Açaí Tropical,Açaí,Caucaia,43.41,53.0,1.0,Pix,Entregue
1658,2026-04-07,23:35,Tempero Cearense,Saudável,Fortaleza,30.65,66.0,3.0,Dinheiro,Entregue
1659,2026-05-21,19:52,Cantinho da Massa,Massas,Maracanaú,51.87,18.0,4.0,Dinheiro,Entregue
1660,2026-05-02,16:24,Churrasco & Cia,Churrasco,Fortaleza,42.36,22.0,3.0,Cartão de crédito,Entregue
1661,2026-01-18,14:06,Cantinho da Massa,Massas,Eusébio,145.42,62.0,4.0,Cartão de débito,Entregue
1662,2026-06-19,19:03,Sabor Nordestino,Brasileira,Fortaleza,74.02,54.0,3.0,Pix,Entregue
1663,2026-03-01,13:39,Cantinho da Massa,Massas,Caucaia,154.52,24.0,1.0,Pix,Entregue
1664,2026-02-13,22:52,Tempero Cearense,Saudável,Eusébio,106.67,16.0,2.0,Cartão de crédito,Entregue
1665,2026-06-07,14:51,Açaí Tropical,Açaí,Fortaleza,35.31,69.0,4.0,Cartão de débito,Entregue
1666,2026-06-06,12:57,Burger House,Hambúrguer,Eusébio,64.72,15.0,2.0,Pix,Entregue
1667,2026-06-03,23:24,Açaí Tropical,Açaí,Eusébio,57.15,69.0,1.0,Dinheiro,Entregue
1668,2026-04-24,12:47,Tempero Cearense,Saudável,Maracanaú,23.68,63.0,3.0,Cartão de débito,Entregue
1669,2026-05-06,16:50,Churrasco & Cia,Churrasco,Caucaia,23.31,47.0,5.0,Dinheiro,Entregue
1670,2026-06-05,13:23,Burger House,Hambúrguer,Fortaleza,116.15,59.0,4.0,Cartão de débito,Entregue
1671,2026-02-23,13:20,Churrasco & Cia,Churrasco,Maracanaú,63.86,60.0,3.0,Cartão de débito,Entregue
1672,2026-05-01,10:43,Sushi Fortaleza,Sushi,Fortaleza,92.36,66.0,1.0,Dinheiro,Entregue
1673,2026-04-03,16:01,Açaí Tropical,Açaí,Maracanaú,135.87,42.0,1.0,Dinheiro,Entregue
1674,2026-02-28,14:23,Cantinho da Massa,Massas,Maracanaú,45.3,29.0,5.0,Cartão de débito,Entregue
1675,2026-04-08,15:03,Sushi Fortaleza,Sushi,Fortaleza,133.14,25.0,1.0,Cartão de crédito,Entregue
1676,2026-05-15,14:28,Burger House,Hambúrguer,Caucaia,42.66,42.0,3.0,Cartão de débito,Entregue
1677,2026-03-21,12:33,Pizza Express,Pizza,Eusébio,159.49,54.0,1.0,Cartão de débito,Entregue
1678,2026-05-01,16:57,Burger House,Hambúrguer,Eusébio,22.75,27.0,5.0,Cartão de crédito,Entregue
1679,2026-01-26,14:52,Burger House,Hambúrguer,Fortaleza,144.65,50.0,3.0,Cartão de débito,Entregue
1680,2026-02-17,13:50,Sabor Nordestino,Brasileira,Caucaia,156.87,64.0,3.0,Cartão de crédito,Entregue
1681,2026-01-15,16:08,Burger House,Hambúrguer,Fortaleza,95.05,69.0,2.0,Cartão de débito,Entregue
1682,2026-04-05,19:50,Cantinho da Massa,Massas,Maracanaú,59.33,26.0,1.0,Cartão de débito,Entregue
1683,2026-06-05,22:02,Pizza Express,Pizza,Maracanaú,41.74,33.0,4.0,Dinheiro,Entregue
1684,2026-04-12,18:34,Tempero Cearense,Saudável,Maracanaú,173.94,48.0,3.0,Dinheiro,Entregue
1685,2026-05-15,16:10,Açaí Tropical,Açaí,Eusébio,148.77,28.0,1.0,Pix,Entregue
1686,2026-01-30,19:57,Tempero Cearense,Saudável,Maracanaú,80.15,38.0,1.0,Pix,Entregue
1687,2026-01-05,13:27,Burger House,Hambúrguer,Maracanaú,158.43,65.0,2.0,Pix,Entregue
1688,2026-02-06,10:57,Sushi Fortaleza,Sushi,Maracanaú,60.47,40.0,4.0,Dinheiro,Entregue
1689,2026-02-22,17:08,Tempero Cearense,Saudável,Fortaleza,59.26,24.0,1.0,Pix,Entregue
1690,2026-03-31,17:58,Tempero Cearense,Saudável,Maracanaú,32.5,33.0,3.0,Dinheiro,Entregue
1691,2026-05-03,11:22,Churrasco & Cia,Churrasco,Eusébio,69.65,47.0,2.0,Cartão de crédito,Cancelado
1692,2026-02-07,21:45,Cantinho da Massa,Massas,Fortaleza,23.95,28.0,5.0,Pix,Entregue
1693,2026-04-14,15:51,Açaí Tropical,Açaí,Caucaia,119.48,33.0,3.0,Cartão de crédito,Entregue
1694,2026-05-30,11:56,Açaí Tropical,Açaí,Maracanaú,89.35,47.0,1.0,Cartão de crédito,Cancelado
1695,2026-02-09,23:24,Churrasco & Cia,Churrasco,Maracanaú,137.03,55.0,3.0,Cartão de débito,Entregue
1696,2026-02-20,11:39,Tempero Cearense,Saudável,Caucaia,83.1,17.0,1.0,Pix,Entregue
1697,2026-02-04,13:26,Sushi Fortaleza,Sushi,Maracanaú,147.92,24.0,4.0,Pix,Cancelado
1698,2026-02-23,10:04,Burger House,Hambúrguer,Fortaleza,62.48,45.0,1.0,Cartão de débito,Entregue
1699,2026-02-12,20:31,Pizza Express,Pizza,Fortaleza,127.11,66.0,3.0,Pix,Entregue
1700,2026-03-08,19:35,Churrasco & Cia,Churrasco,Caucaia,104.27,57.0,5.0,Pix,Entregue
1701,2026-03-04,13:52,Sabor Nordestino,Brasileira,Maracanaú,97.34,36.0,5.0,Pix,Entregue
1702,2026-04-14,10:37,Cantinho da Massa,Massas,Caucaia,37.04,24.0,5.0,Cartão de débito,Entregue
1703,2026-02-26,13:29,Burger House,Hambúrguer,Fortaleza,131.58,47.0,3.0,Dinheiro,Entregue
1704,2026-04-18,19:21,Cantinho da Massa,Massas,Fortaleza,58.8,54.0,4.0,Cartão de crédito,Entregue
1705,2026-01-15,16:25,Tempero Cearense,Saudável,Eusébio,86.28,16.0,3.0,Pix,Entregue
1706,2026-03-02,17:56,Açaí Tropical,Açaí,Maracanaú,114.15,40.0,4.0,Cartão de débito,Entregue
1707,2026-06-06,22:10,Churrasco & Cia,Churrasco,Eusébio,115.68,52.0,4.0,Cartão de crédito,Entregue
1708,2026-01-22,22:47,Sabor Nordestino,Brasileira,Eusébio,106.46,46.0,1.0,Cartão de débito,Cancelado
1709,2026-01-01,17:11,Sabor Nordestino,Brasileira,Eusébio,66.63,68.0,3.0,Pix,Entregue
1710,2026-01-23,10:10,Cantinho da Massa,Massas,Caucaia,36.0,52.0,1.0,Cartão de crédito,Entregue
1711,2026-02-19,22:10,Tempero Cearense,Saudável,Maracanaú,37.21,52.0,3.0,Cartão de crédito,Entregue
1712,2026-03-14,12:04,Açaí Tropical,Açaí,Caucaia,45.18,64.0,5.0,Cartão de crédito,Entregue
1713,2026-02-27,21:18,Sabor Nordestino,Brasileira,Maracanaú,156.35,57.0,2.0,Dinheiro,Entregue
1714,2026-04-02,18:19,Cantinho da Massa,Massas,Maracanaú,86.88,30.0,3.0,Pix,Entregue
1715,2026-04-29,12:45,Burger House,Hambúrguer,Fortaleza,32.71,52.0,1.0,Cartão de débito,Entregue
1716,2026-04-25,12:09,Pizza Express,Pizza,Caucaia,143.26,59.0,3.0,Cartão de débito,Entregue
1717,2026-04-22,16:07,Cantinho da Massa,Massas,Eusébio,163.29,56.0,1.0,Pix,Entregue
1718,2026-02-19,15:04,Sabor Nordestino,Brasileira,Fortaleza,154.58,66.0,3.0,Dinheiro,Entregue
1719,2026-05-08,17:42,Tempero Cearense,Saudável,Caucaia,91.94,67.0,3.0,Dinheiro,Entregue
1720,2026-05-26,23:44,Burger House,Hambúrguer,Fortaleza,159.07,25.0,3.0,Dinheiro,Entregue
1721,2026-03-27,12:02,Burger House,Hambúrguer,Eusébio,102.05,46.0,3.0,Cartão de débito,Entregue
1722,2026-04-17,10:49,Sabor Nordestino,Brasileira,Caucaia,133.82,66.0,5.0,Pix,Entregue
1723,2026-01-27,17:49,Sushi Fortaleza,Sushi,Eusébio,43.65,58.0,5.0,Pix,Entregue
1724,2026-05-16,19:39,Sushi Fortaleza,Sushi,Maracanaú,143.15,61.0,1.0,Dinheiro,Cancelado
1725,2026-06-01,18:18,Açaí Tropical,Açaí,Fortaleza,65.52,16.0,4.0,Cartão de crédito,Entregue
1726,2026-04-17,17:58,Sushi Fortaleza,Sushi,Caucaia,153.57,29.0,4.0,Pix,Entregue
